0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-102.09660101162906,-6894555.3932473855,-99.67812946575928,-102.78216309147024,-100.56828487417407,-101.94673789913801,-99.5882418642194,-99.5284440984237,-100.27193593398532,-99.5427407761346,-100.35416714454058,-100.24090736661181,-6757353.01043233,-99.59724842127454,-101.4249955534622,-99.38726086123627,-9900096.343050066,-100.01320436697056,-100.33449880890323,-99.51873995798714,-100.29891394881932,-101.1158868043198,-99.41837643788284,-99.89582552196389,-8514672.7137527,-100.24377990163028,-8179159.838694511,-100.30684666031974,-103.08818797150684,-95.38643750069491,-100.16011074144669,-99.6175960281545,-99.66966806362348,-99.20819699146658,-100.14066301665194,-6491102.033915275,-100.0390469230843,-100.97827657662864,-100.08481920991908,-99.74295929875478,-99.59653201092878,-6298287.010702088,-99.92931822078992,-99.40003683100443,-99.61372527977402,-99.52393681717813,-101.84446758376309,-100.05337635395979,-99.56476668072285,-99.92218757513336,-100.62295900106048,-99.36962219475984,-6757342.731644986,-99.53362932217348,-100.59754849446028,-99.65315107244369,-99.85276710446269,-99.4885418127116,-99.49271832685551,-100.2406240231408,-6491071.553146558,-8600671.928234765,-99.93749732171487,-100.35913427257816,-99.94956220124371,-101.16276679185812,-100.38662855605513,-99.45642576385904,-101.3723836158517,-100.41333082176865,-100.53872714552703,-7471804.127695777,-100.83159878998026,-8016372.950371459,-99.8938804818286,-99.68468676658644,-99.90159754426662,-99.7486382515273,-99.52640653130999,-99.92923848212233,-100.07363903989693,-100.5574964373377,-101.04098378202109,-99.98156233347864,-100.05783663657112,-99.6717985146766,-99.22055493934249,-100.59794596315815,-99.7246460340667,-101.35300849450513,-99.55775176338932,-100.68489727350556,-21831527.86489937,-98.4387111488394,-15802583.88740962,-99.53281206370498,-100.46714455848476,-6894564.509322233,-100.40457186206145,-99.43441721667429
